0	728.4260254	786.2919922
0.5	728.3140259	784.5460205
1	729.9840088	785.0560303
1.5	731.4619751	784.6500244
2	729.617981	786.7860107
2.5	729.7860107	783.0960083
3	728.3339844	787.3920288
3.5	726.5579834	786.4199829
4	729.9879761	785.5939941
4.5	730.4780273	784.0360107
5	728.5079956	784.960022
5.5	728.8239746	785.6480103
6	728.7039795	785.2199707
6.5	729.7780151	786.3179932
7	730.3480225	785.0859985
7.5	729.2199707	784.8759766
8	730.5059814	783.565979
8.5	729.8040161	785.1160278
9	731.3859863	784.1920166
9.5	732.9920044	784.8259888
10	729.4500122	786.7719727
10.5	729.7399902	784.3619995
11	730.0319824	783.867981
11.5	728.8259888	785.1560059
12	729.7700195	784.5079956
12.5	730.6199951	785.7199707
13	730.2919922	785.3519897
13.5	730.3300171	786.539978
14	729.6820068	785.9000244
14.5	728.7379761	786.4660034
15	729.3259888	785.1259766
15.5	728.1939697	785.9359741
16	728.4119873	785.1480103
16.5	730.5999756	784.9920044
17	728.5200195	785.8660278
17.5	730.6500244	785.7479858
18	730	786.7379761
18.5	728.9699707	783.5839844
19	728.9140015	785.5700073
19.5	728.4140015	785.0020142
20	730.1820068	785.2280273
20.5	731.8959961	785.6359863
21	728.3519897	787.5380249
21.5	728.8079834	785.8699951
22	729.2680054	785.6439819
22.5	730.315979	786.2960205
23	728.7659912	785.1719971
23.5	730.0560303	784.4320068
24	730.5300293	784.7639771
24.5	730.2180176	786.5859985
25	728.8280029	782.6240234
25.5	729.5880127	783.0159912
26	729.3560181	784.3140259
26.5	729.026001	786.6380005
27	729.7520142	785.7020264
27.5	730.7199707	786.2999878
28	726.6640015	785.0960083
28.5	731.5999756	786.6400146
29	728.9299927	785.2839966
29.5	729.5560303	786.9979858
30	729.5040283	785.5460205
30.5	730.5720215	783.2960205
31	730.1680298	785.8220215
31.5	730.2620239	785.3239746
32	730.6680298	785.1279907
32.5	727.2360229	783.7420044
33	730.1920166	785.9500122
33.5	729.3079834	786.2979736
34	731.5139771	784.8959961
34.5	730.1019897	782.0800171
35	730.2940063	784.7579956
35.5	729.5380249	785.4520264
36	731.6300049	784.1019897
36.5	730.9099731	784.8619995
37	728.4320068	785.3460083
37.5	729.7719727	785.6519775
38	729.3579712	785.973999
38.5	730.4699707	784.5479736
39	729.7479858	785.6279907
39.5	729.4240112	784.802002
40	729.4500122	786.0380249
40.5	728.6680298	783.5780029
41	729.4979858	785.3660278
41.5	730.3499756	785.6019897
42	731.1500244	785.7600098
42.5	731.1779785	786.8699951
43	729.5300293	784.5819702
43.5	729.7700195	785.9860229
44	731.026001	785.973999
44.5	729.6859741	784.1300049
45	730.6719971	784.7020264
45.5	731.4439697	782.9639893
46	728.8480225	784.6439819
46.5	730.1619873	784.4639893
47	729.7739868	784.6939697
47.5	728.6760254	786
48	729.9160156	784.3740234
48.5	729.0100098	784.1040039
49	731.617981	785.8439941
49.5	728.8920288	785.9819946
50	729.9299927	785.8900146
50.5	730.5939941	784.8519897
51	728.5859985	784.7379761
51.5	730.3200073	784.6599731
52	729.6959839	786.7399902
52.5	729.9060059	783.9199829
53	731.9180298	784.3640137
53.5	729.5560303	784.8120117
54	730.9379883	786.0939941
54.5	729.2479858	784.6279907
55	730.7780151	787.5139771
55.5	729.7180176	785.1660156
56	728.9379883	784.9299927
56.5	730.0180054	784.4039917
57	729.6699829	784.2680054
57.5	730.8239746	787.882019
58	728.1439819	785.6439819
58.5	727.9180298	787.1539917
59	730.3259888	785.9559937
59.5	730.2199707	784.8460083
60	730.1380005	785.1279907
60.5	729.7659912	785.2579956
61	729.7960205	784.6160278
61.5	729.1480103	786.4240112
62	728.9019775	784.5120239
62.5	731.3099976	786.7299805
63	729.9619751	785.6459961
63.5	725.5059814	785.5900269
64	724.7620239	785.5980225
64.5	735.9199829	786.9299927
65	727.8920288	784.6599731
65.5	726.1660156	785.2440186
66	725.5280151	783.4099731
66.5	728.2379761	785.0020142
67	726.7880249	786.4420166
67.5	729.4840088	784.5759888
68	726.8300171	785.0120239
68.5	728.0079956	784.8120117
69	727.973999	784.6640015
69.5	727.8640137	785.2139893
70	727.565979	784.6079712
70.5	728.0360107	785.4719849
71	727.0020142	785.2199707
71.5	730.6140137	786.9760132
72	730.6119995	784.9379883
72.5	728.0599976	785.7940063
73	728.2719727	784.7940063
73.5	729.2020264	784.8699951
74	728.184021	783.8980103
74.5	728.7940063	785.367981
75	729.4959717	786.1459961
75.5	728.7860107	785.9899902
76	728.7839966	784.9260254
76.5	728.6820068	785.3140259
77	729.4500122	784.2579956
77.5	731.0739746	786.3519897
78	729.1779785	785.6820068
78.5	729.1420288	786.4199829
79	729.4799805	787.2020264
79.5	729.0819702	784.6719971
80	729.2080078	785.8319702
80.5	730.3079834	786.210022
81	732.776001	785.4119873
81.5	734.2319946	785.6640015
82	736.7639771	786.0800171
82.5	734.6240234	786.276001
83	733.1240234	786.2479858
83.5	732.8300171	786.9199829
84	733.5999756	784.9619751
84.5	735.7639771	782.789978
85	735.4899902	785.552002
85.5	735.1560059	785.7000122
86	734.5819702	785.1199951
86.5	734.8859863	786.2319946
87	734.5999756	785.1259766
87.5	735.4199829	786.4699707
88	733.4680176	785.0339966
88.5	735.8480225	786.2080078
89	735.9799805	787.2379761
89.5	734.1119995	785.302002
90	734.2399902	786.5159912
90.5	734.3759766	785.5759888
91	733.5079956	785.2080078
91.5	735.3319702	786.7080078
92	733.4459839	786.4879761
92.5	736.2020264	786.3319702
93	734.8460083	786.5319824
93.5	733.6680298	785.2940063
94	734.0819702	785.2880249
94.5	736.4539795	789.3099976
95	735.75	784.4819946
95.5	736.7399902	785.8560181
96	736.0499878	786.7680054
96.5	731.6160278	784.7180176
97	728.2319946	787.2160034
97.5	728.2719727	783.9940186
98	725.802002	784.8339844
98.5	725.0079956	785.2020264
99	728.8900146	784.7960205
99.5	730.3579712	784.7540283
100	730.8200073	785.1640015
100.5	730.5059814	784.4160156
101	729.7800293	785.2639771
101.5	731.9019775	787.1740112
102	731.2459717	785.1719971
102.5	728.7919922	784.1459961
103	730.723999	785.4559937
103.5	732.3319702	784.5900269
