8	232.8947368
8.001	232.518797
8.002	233.8972431
8.003	233.39599
8.004	233.5213033
8.005	233.0513784
8.006	232.5501253
8.007	232.5501253
8.008	231.2969925
8.009	232.6754386
8.01	232.6754386
8.011	232.0488722
8.012	232.5501253
8.013	233.39599
8.014	232.8007519
8.015	233.5526316
8.016	233.6779449
8.017	234.179198
8.018	233.6779449
8.019	233.9285714
8.02	233.8032581
8.021	232.424812
8.022	231.0463659
8.023	230.0438596
8.024	228.1641604
8.025	227.1929825
8.026	225.9711779
8.027	224.8746867
8.028	223.7468672
8.029	223.4962406
8.03	222.5250627
8.031	221.8984962
8.032	221.6478697
8.033	222.4937343
8.034	222.1177945
8.035	221.8671679
8.036	222.3684211
8.037	222.3684211
8.038	223.6215539
8.039	224.4987469
8.04	223.9974937
8.041	224.7493734
8.042	224.122807
8.043	225
8.044	225
8.045	225
8.046	226.3471178
8.047	225.7205514
8.048	225.8458647
8.049	228.1954887
8.05	228.4461153
8.051	229.197995
8.052	229.5739348
8.053	229.8245614
8.054	231.3283208
8.055	231.4536341
8.056	231.9548872
8.057	231.0776942
8.058	230.7017544
8.059	232.5814536
8.06	231.5789474
8.061	231.8295739
8.062	230.8270677
8.063	229.9498747
8.064	229.5739348
8.065	227.8508772
8.066	227.3809524
8.067	227.0050125
8.068	225.7518797
8.069	227.5062657
8.07	227.0050125
8.071	226.6290727
8.072	227.8508772
8.073	228.1954887
8.074	229.9185464
8.075	230.7957393
8.076	231.0463659
8.077	232.1741855
8.078	231.547619
8.079	233.1766917
8.08	233.5526316
8.081	234.179198
8.082	235.4323308
8.083	235.3070175
8.084	236.0588972
8.085	237.0300752
8.086	236.9047619
8.087	237.5313283
8.088	236.5288221
8.089	238.0325815
8.09	239.0350877
8.091	239.0350877
8.092	239.6616541
8.093	239.2857143
8.094	239.5050125
8.095	241.3533835
8.096	241.4786967
8.097	241.7293233
8.098	241.3533835
8.099	241.3533835
8.1	241.2280702
8.101	239.8496241
8.102	239.4736842
8.103	238.4711779
8.104	236.7481203
8.105	236.8734336
8.106	235.8709273
8.107	234.4924812
8.108	233.4899749
8.109	233.2393484
8.11	232.612782
8.111	232.3621554
8.112	232.7380952
8.113	233.2393484
8.114	232.8634085
8.115	233.3646617
8.116	234.4924812
8.117	234.1165414
8.118	234.6177945
8.119	234.9937343
8.12	234.2418546
8.121	234.2418546
