0	467.1052632
0.001	468.0451128
0.002	468.0451128
0.003	467.7318296
0.004	468.358396
0.005	468.358396
0.006	468.6716792
0.007	468.9849624
0.008	469.2982456
0.009	469.6115288
0.01	469.6115288
0.011	470.5513784
0.012	469.2982456
0.013	468.6716792
0.014	468.9849624
0.015	463.8188609
0.016	463.2352941
0.017	463.1185808
0.018	462.0681606
0.019	461.4845938
0.02	461.2511671
0.021	461.0177404
0.022	461.1344538
0.023	461.3678805
0.024	461.6013072
0.025	462.0681606
0.026	463.1185808
0.027	463.7021475
0.028	464.2857143
0.029	464.519141
0.03	465.2194211
0.031	465.4528478
0.032	464.869281
0.033	464.6358543
0.034	464.0522876
0.035	462.8851541
0.036	462.535014
0.037	461.8347339
0.038	461.0177404
0.039	460.7843137
0.04	460.3174603
0.041	460.200747
0.042	460.200747
0.043	460.3174603
0.044	460.9010271
0.045	461.2511671
0.046	462.1848739
0.047	463.0018674
0.048	463.0018674
0.049	463.4687208
0.05	463.7021475
0.051	463.7021475
0.052	463.8188609
0.053	463.8188609
0.054	463.3520075
0.055	462.535014
0.056	462.3015873
0.057	462.0681606
0.058	461.6013072
0.059	461.0177404
0.06	461.0177404
0.061	461.3678805
0.062	461.6013072
0.063	462.4183007
0.064	463.1185808
0.065	463.7021475
0.066	464.9859944
0.067	465.5695612
0.068	465.6862745
0.069	466.1531279
0.07	466.1531279
0.071	466.3865546
0.072	466.1531279
0.073	465.5695612
0.074	465.2194211
0.075	464.1690009
0.076	463.9355742
0.077	463.8188609
0.078	462.8851541
0.079	462.535014
0.08	462.1848739
0.081	461.6013072
0.082	461.7180205
0.083	461.9514472
0.084	462.1848739
0.085	462.7684407
0.086	463.5854342
0.087	464.1690009
0.088	464.519141
0.089	464.7525677
0.09	464.9859944
0.091	465.1027077
0.092	464.519141
0.093	464.1690009
0.094	463.5854342
0.095	462.535014
0.096	462.3015873
0.097	461.8347339
0.098	461.1344538
0.099	460.6676004
0.1	460.4341737
0.101	460.4341737
0.102	460.6676004
0.103	461.0177404
0.104	461.8347339
0.105	462.0681606
0.106	463.2352941
0.107	464.0522876
0.108	464.0522876
0.109	464.6358543
0.11	464.9859944
0.111	464.7525677
0.112	464.6358543
0.113	464.0522876
0.114	463.2352941
0.115	462.1848739
0.116	461.3678805
0.117	460.9010271
0.118	460.3174603
0.119	459.6171802
0.12	459.5004669
0.121	459.2670401
0.122	459.2670401
0.123	459.7338936
0.124	459.9673203
0.125	460.200747
0.126	461.4845938
0.127	461.8347339
0.128	462.0681606
0.129	462.6517274
0.13	462.7684407
0.131	462.7684407
0.132	462.4183007
0.133	461.7180205
0.134	461.1344538
0.135	459.9673203
0.136	459.2670401
0.137	458.8001867
0.138	457.8664799
0.139	457.2829132
0.14	456.4659197
0.141	456.232493
0.142	456.4659197
0.143	457.0494865
0.144	457.6330532
0.145	458.21662
0.146	459.2670401
0.147	460.0840336
0.148	460.6676004
0.149	461.0177404
0.15	461.8347339
0.151	461.8347339
0.152	461.7180205
0.153	461.4845938
0.154	461.0177404
0.155	459.9673203
0.156	459.6171802
0.157	459.1503268
0.158	458.6834734
0.159	458.3333333
0.16	457.8664799
0.161	457.8664799
0.162	458.0999066
0.163	458.6834734
0.164	459.2670401
0.165	459.6171802
0.166	460.6676004
0.167	461.7180205
0.168	462.0681606
0.169	462.8851541
0.17	463.5854342
0.171	463.7021475
0.172	463.9355742
0.173	463.7021475
0.174	463.5854342
0.175	463.0018674
0.176	462.6517274
0.177	462.535014
0.178	461.9514472
0.179	461.2511671
0.18	461.1344538
0.181	460.7843137
0.182	461.1344538
0.183	461.8347339
0.184	462.0681606
0.185	462.535014
0.186	463.7021475
0.187	464.4024276
0.188	464.869281
0.189	465.3361345
0.19	465.5695612
0.191	466.1531279
0.192	465.9197012
0.193	465.5695612
0.194	464.9859944
0.195	463.7021475
0.196	463.4687208
0.197	463.1185808
0.198	462.1848739
0.199	461.6013072
0.2	461.1344538
0.201	460.550887
0.202	460.7843137
0.203	460.9010271
0.204	461.3678805
0.205	461.7180205
0.206	462.6517274
0.207	463.5854342
0.208	463.8188609
0.209	463.7021475
0.21	464.0522876
0.211	463.8188609
0.212	463.5854342
0.213	463.1185808
0.214	462.1848739
0.215	461.2511671
0.216	460.9010271
0.217	460.4341737
0.218	459.5004669
0.219	459.0336134
0.22	458.4500467
0.221	458.4500467
0.222	458.21662
0.223	458.6834734
0.224	459.1503268
0.225	459.2670401
0.226	460.4341737
0.227	461.2511671
0.228	461.2511671
0.229	461.9514472
0.23	462.4183007
0.231	462.535014
0.232	462.6517274
0.233	462.1848739
0.234	461.8347339
0.235	461.1344538
0.236	461.0177404
0.237	460.9010271
0.238	460.3174603
0.239	459.7338936
0.24	459.6171802
0.241	459.5004669
0.242	459.6171802
0.243	460.0840336
0.244	460.4341737
0.245	460.9010271
0.246	462.3015873
0.247	463.0018674
0.248	463.4687208
0.249	463.9355742
0.25	464.1690009
0.251	464.4024276
0.252	464.0522876
0.253	463.5854342
0.254	462.8851541
0.255	461.3678805
0.256	460.7843137
0.257	459.9673203
0.258	458.8001867
0.259	458.3333333
0.26	458.0999066
0.261	457.6330532
0.262	458.21662
0.263	458.6834734
0.264	459.2670401
0.265	459.6171802
0.266	460.6676004
0.267	461.6013072
0.268	461.9514472
0.269	462.535014
0.27	462.7684407
0.271	463.0018674
0.272	462.8851541
0.273	462.8851541
0.274	462.1848739
0.275	461.2511671
0.276	460.9010271
0.277	460.6676004
0.278	460.0840336
0.279	459.6171802
0.28	459.2670401
0.281	459.2670401
0.282	459.2670401
0.283	459.6171802
0.284	460.0840336
0.285	460.200747
0.286	461.4845938
0.287	462.1848739
0.288	462.4183007
