0	770.569207016904	720.140057219333
0.001	770.569207016904	718.545815204038
0.002	768.04289122743	716.975222054498
0.003	750.358680701116	715.338716998755
0.004	750.358680701114	714.063943859009
0.005	742.779733332694	712.871414147634
0.006	742.779733332694	711.911312280061
0.007	730.148154385326	710.779733332693
0.008	725.095522806378	709.566111041671
0.009	730.148154385324	708.494019046979
0.01	725.095522806378	707.692014034447
0.011	727.62183859585	707.138197059578
0.012	730.148154385323	706.812974329923
0.013	737.727101753745	706.633984344839
0.014	727.62183859585	706.337628069535
0.015	717.516575437955	706.363815489304
0.016	709.937628069535	706.569207016903
0.017	712.463943859009	706.706293920208
0.018	692.253417543219	706.894565868578
0.019	687.200785964271	707.130610525675
0.02	687.200785964271	707.576072005462
0.021	687.200785964271	708.002577677598
0.022	682.148154385325	708.569207016903
0.023	679.621838595851	709.164266093165
0.024	669.516575437957	709.684996490587
0.025	669.516575437957	708.876575437956
0.026	677.095522806377	708.068154385324
0.027	674.569207016903	707.562891227429
0.028	669.516575437955	707.562891227429
0.029	677.095522806377	707.51236491164
0.03	677.095522806377	707.51236491164
0.031	682.148154385325	707.663943859008
0.032	674.569207016903	707.967101753745
0.033	669.516575437955	708.371312280061
0.034	672.042891227429	708.472364911639
0.035	679.621838595851	708.826049122166
0.036	687.200785964271	709.280785964271
0.037	694.779733332693	709.684996490587
0.038	699.832364911641	709.988154385324
0.039	694.779733332693	710.493417543218
0.04	707.411312280061	711.200785964271
0.041	714.990259648481	711.807101753745
0.042	712.463943859007	712.463943859008
0.043	714.990259648481	713.524996490587
0.044	717.516575437955	714.788154385324
0.045	727.621838595849	716.051312280061
0.046	727.621838595849	717.415522806377
0.047	735.200785964269	718.931312280061
0.048	737.727101753743	720.447101753745
0.049	735.200785964269	722.013417543219
0.05	730.148154385321	723.579733332693
0.051	730.148154385323	725.146049122166
0.052	742.779733332691	726.813417543219
0.053	750.358680701112	728.379733332693
0.054	747.832364911639	729.895522806377
0.055	742.779733332692	731.56289122743
0.056	750.358680701112	733.078680701114
0.057	745.306049122165	734.644996490588
0.058	745.306049122165	736.514470174798
0.059	735.200785964271	738.434470174798
0.06	742.779733332691	740.20289122743
0.061	750.358680701112	741.870259648482
0.062	750.358680701112	743.537628069535
0.063	752.884996490588	745.255522806377
0.064	752.88499649059	746.92289122743
0.065	752.88499649059	748.337628069535
0.066	740.253417543222	749.651312280061
0.067	745.306049122168	751.217628069535
0.068	745.30604912217	752.68289122743
0.069	750.358680701116	753.844996490588
0.07	750.358680701116	754.855522806377
0.071	755.411312280064	755.916575437956
0.072	757.937628069538	756.876575437956
0.073	755.411312280064	757.634470174798
0.074	747.832364911642	758.038680701114
0.075	747.832364911642	758.39236491164
0.076	755.411312280064	758.493417543219
0.077	757.937628069538	757.988154385324
0.078	747.832364911642	757.078680701114
0.079	752.88499649059	756.169207016903
0.08	760.46394385901	754.804996490587
0.081	757.937628069536	752.834470174798
0.082	752.884996490588	750.611312280061
0.083	762.990259648484	747.983943859008
0.084	768.04289122743	745.306049122166
0.085	768.04289122743	742.173417543219
0.086	770.569207016904	738.636575437956
0.087	778.148154385326	734.897628069535
0.088	785.727101753746	730.703943859009
0.089	778.148154385324	726.156575437956
0.09	778.148154385324	721.154470174798
0.091	780.674470174796	716.20289122743
0.092	790.77973333269	710.695522806377
0.093	788.253417543217	704.986049122166
0.094	775.621838595848	699.023943859008
0.095	778.148154385321	692.809207016903
0.096	780.674470174795	685.988154385324
0.097	783.200785964267	678.813417543219
0.098	775.621838595847	671.386049122166
0.099	755.411312280057	663.908154385324
0.1	747.832364911635	656.127101753745
0.101	735.200785964269	647.992364911639
0.102	717.516575437951	639.756575437955
0.103	704.884996490585	631.268154385323
0.104	702.358680701111	622.324996490586
0.105	674.569207016903	612.826049122165
0.106	651.832364911641	603.327101753744
0.107	634.148154385323	593.777628069534
0.108	613.937628069535	583.773417543218
0.109	601.306049122169	573.213417543218
0.11	586.148154385325	562.198680701112
0.111	573.516575437957	550.93131228006
0.112	563.411312280063	539.41131228006
0.113	543.200785964273	527.84078596427
0.114	525.516575437958	516.472364911639
0.115	502.779733332692	505.154470174797
0.116	492.674470174796	493.684996490586
0.117	469.937628069534	481.912364911639
0.118	459.832364911639	470.240785964271
0.119	452.253417543219	458.922891227428
0.12	439.621838595849	447.453417543218
0.121	414.358680701111	435.882891227429
0.122	399.200785964271	424.059733332692
0.123	384.042891227427	412.388154385323
0.124	373.937628069532	401.120785964271
0.125	358.77973333269	390.004996490587
0.126	348.674470174794	378.990259648482
0.127	346.14815438532	368.177628069534
0.128	323.411312280058	357.819733332692
0.129	305.727101753744	347.411312280061
0.13	285.516575437954	337.609207016903
0.131	282.990259648482	328.26183859585
0.132	275.411312280062	319.217628069535
0.133	262.779733332692	310.476575437956
0.134	240.04289122743	302.089207016903
0.135	217.306049122168	293.903943859008
0.136	207.200785964272	285.870259648482
0.137	202.148154385324	278.139733332692
0.138	207.200785964272	270.459733332692
0.139	209.727101753748	263.133417543219
0.14	212.25341754322	256.26183859585
0.141	207.200785964272	249.642891227429
0.142	202.148154385324	243.478680701113
0.143	204.674470174797	237.516575437955
0.144	209.727101753744	231.554470174798
0.145	204.674470174797	226.047101753745
0.146	202.148154385324	221.095522806376
0.147	192.042891227429	216.598680701113
0.148	192.042891227429	212.556575437955
0.149	192.04289122743	208.666049122166
0.15	192.04289122743	205.078680701113
0.151	184.46394385901	201.54183859585
0.152	176.884996490588	198.004996490587
0.153	186.990259648484	194.771312280061
0.154	181.937628069536	191.99236491164
0.155	184.463943859008	189.718680701113
0.156	184.46394385901	187.495522806376
0.157	181.937628069535	185.322891227429
0.158	176.88499649059	183.604996490587
0.159	181.937628069535	182.442891227429
0.16	176.884996490587	181.836575437955
0.161	171.83236491164	181.280785964271
0.162	176.884996490587	180.826049122166
0.163	159.200785964272	180.219733332692
0.164	159.200785964272	179.613417543218
0.165	159.200785964271	179.209207016902
0.166	161.727101753745	178.804996490587
0.167	161.727101753743	178.703943859008
0.168	161.727101753743	178.552364911639
0.169	154.148154385323	178.198680701113
0.17	164.253417543217	177.844996490587
0.171	166.779733332689	177.743943859008
0.172	174.358680701111	177.794470174797
0.173	181.937628069533	177.59236491164
0.174	179.411312280057	177.54183859585
0.175	179.411312280059	177.339733332692
0.176	171.832364911635	177.289207016903
0.177	169.306049122165	177.238680701113
0.178	161.727101753743	176.986049122166
0.179	166.779733332689	176.834470174797
0.18	171.832364911637	176.58183859585
0.181	171.832364911637	176.379733332692
0.182	166.779733332691	176.127101753745
0.183	176.884996490585	175.874470174797
0.184	181.937628069535	175.520785964271
0.185	186.990259648482	175.167101753744
0.186	179.411312280061	174.863943859008
0.187	179.411312280061	174.61131228006
0.188	176.884996490588	174.762891227429
0.189	179.411312280062	174.964996490586
0.19	192.042891227432	175.318680701113
0.191	186.990259648484	175.57131228006
0.192	197.095522806378	175.924996490586
0.193	197.095522806378	176.177628069534
0.194	192.04289122743	176.682891227429
0.195	186.990259648484	177.036575437955
0.196	197.095522806378	177.188154385323
0.197	194.569207016904	177.188154385323
0.198	181.937628069535	177.087101753745
0.199	189.516575437956	177.137628069534
0.2	181.937628069535	177.137628069534
0.201	181.937628069535	177.440785964271
0.202	174.358680701114	177.895522806376
0.203	174.358680701114	178.350259648482
0.204	174.358680701113	178.754470174797
0.205	171.832364911639	178.855522806376
0.206	174.358680701113	178.956575437955
0.207	169.306049122165	179.007101753745
0.208	164.253417543217	178.906049122166
0.209	164.253417543217	178.552364911639
0.21	159.200785964269	178.097628069534
0.211	156.674470174795	178.047101753745
0.212	164.253417543217	177.996575437955
0.213	166.779733332691	177.844996490587
0.214	169.306049122165	177.844996490587
0.215	176.884996490585	177.49131228006
0.216	174.358680701114	177.137628069534
0.217	179.411312280061	176.632364911639
0.218	174.358680701113	176.076575437955
0.219	179.411312280061	175.57131228006
0.22	181.937628069533	175.066049122165
0.221	174.358680701113	174.510259648481
0.222	174.358680701113	173.954470174797
0.223	176.884996490587	173.65131228006
0.224	181.937628069535	173.146049122165
0.225	179.411312280061	172.74183859585
0.226	186.990259648481	172.337628069534
0.227	192.042891227427	172.034470174797
0.228	184.463943859005	171.579733332692
0.229	186.990259648479	171.124996490586
0.23	176.884996490585	170.619733332692
0.231	176.884996490585	170.114470174797
0.232	169.306049122165	169.558680701113
0.233	171.832364911639	169.103943859008
0.234	164.253417543219	168.750259648481
0.235	164.253417543219	168.346049122165
0.236	176.884996490587	167.840785964271
0.237	176.884996490585	167.234470174797
0.238	169.306049122165	166.476575437955
0.239	179.411312280059	165.819733332692
0.24	174.358680701114	164.960785964271
0.241	169.306049122165	164.05131228006
0.242	171.832364911639	162.990259648481
0.243	169.306049122165	162.18183859585
